Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_014696835.1	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	species_match	category_na	OK	na	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	Staphylococcus aureus	Staphylococcus aureus									82		2647	61	2790	Best-placed reference protein set; GeneMarkS-2+	GCF_014696835.1-RS_2024_05_15	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-15			6.7		PATRIC v. 3.6.12 (Bandage v. 0.8.1; minimap2 v. 2.17-r974-dirty; pilon v. 1.23; QUAST v. 5.0.2; racon v. 1.4.13; samtools v. 1.3; unicycler v. 0.4.8)			PRJNA625317	PRJNA625317			Staphylococcus aureus strain:NGA66a Genome sequencing	SAMN14598174		host_disease	unknown							University of Benin Teaching Hospital	2016										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			Nigeria: Benin City	Homo sapiens	unknown		SRA		SRS12441460				wound	2022-03-31T01:03:39.587	unknown	Pathogen.cl		University of Calgary	Pathogen.cl.1.0		2020-09-23T18:38:40.050						live	2020-09-23T18:38:40.050	NGA66a		2020-04-14T16:13:18.143				Complete Genome			ASM1469683v2		GCA_014696835.2			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-04-07	Illumina Miseq; Oxford Nanopore MinION	current	University of Calgary			haploid	1	2801855		920450	33.0	79.0x	1	1		1	1	2801855	1	2801855	2801855	98.37	51.47319	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_014696835.1													NGA66a	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_014696835.1	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	species_match	category_na	OK	na	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	Staphylococcus aureus	Staphylococcus aureus									82		2647	61	2790	Best-placed reference protein set; GeneMarkS-2+	GCF_014696835.1-RS_2024_05_15	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-15			6.7		PATRIC v. 3.6.12 (Bandage v. 0.8.1; minimap2 v. 2.17-r974-dirty; pilon v. 1.23; QUAST v. 5.0.2; racon v. 1.4.13; samtools v. 1.3; unicycler v. 0.4.8)			PRJNA625317	PRJNA625317			Staphylococcus aureus strain:NGA66a Genome sequencing	SAMN14598174		isolation_source	wound							University of Benin Teaching Hospital	2016										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			Nigeria: Benin City	Homo sapiens	unknown			Sample name	Staphylococcus aureus strain NGA66a				wound	2022-03-31T01:03:39.587	unknown	Pathogen.cl		University of Calgary	Pathogen.cl.1.0		2020-09-23T18:38:40.050						live	2020-09-23T18:38:40.050	NGA66a		2020-04-14T16:13:18.143				Complete Genome			ASM1469683v2		GCA_014696835.2			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-04-07	Illumina Miseq; Oxford Nanopore MinION	current	University of Calgary			haploid	1	2801855		920450	33.0	79.0x	1	1		1	1	2801855	1	2801855	2801855	98.37	51.47319	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_014696835.1													NGA66a	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_014696835.1	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	species_match	category_na	OK	na	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	Staphylococcus aureus	Staphylococcus aureus									82		2647	61	2790	Best-placed reference protein set; GeneMarkS-2+	GCF_014696835.1-RS_2024_05_15	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-15			6.7		PATRIC v. 3.6.12 (Bandage v. 0.8.1; minimap2 v. 2.17-r974-dirty; pilon v. 1.23; QUAST v. 5.0.2; racon v. 1.4.13; samtools v. 1.3; unicycler v. 0.4.8)			PRJNA625317	PRJNA625317			Staphylococcus aureus strain:NGA66a Genome sequencing	SAMN14598174		isolation_source	wound							University of Benin Teaching Hospital	2016										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			Nigeria: Benin City	Homo sapiens	unknown		SRA		SRS12441460				wound	2022-03-31T01:03:39.587	unknown	Pathogen.cl		University of Calgary	Pathogen.cl.1.0		2020-09-23T18:38:40.050						live	2020-09-23T18:38:40.050	NGA66a		2020-04-14T16:13:18.143				Complete Genome			ASM1469683v2		GCA_014696835.2			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-04-07	Illumina Miseq; Oxford Nanopore MinION	current	University of Calgary			haploid	1	2801855		920450	33.0	79.0x	1	1		1	1	2801855	1	2801855	2801855	98.37	51.47319	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_014696835.1													NGA66a	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_014696835.1	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	species_match	category_na	OK	na	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	Staphylococcus aureus	Staphylococcus aureus									82		2647	61	2790	Best-placed reference protein set; GeneMarkS-2+	GCF_014696835.1-RS_2024_05_15	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-15			6.7		PATRIC v. 3.6.12 (Bandage v. 0.8.1; minimap2 v. 2.17-r974-dirty; pilon v. 1.23; QUAST v. 5.0.2; racon v. 1.4.13; samtools v. 1.3; unicycler v. 0.4.8)			PRJNA625317	PRJNA625317			Staphylococcus aureus strain:NGA66a Genome sequencing	SAMN14598174		lat_lon	unknown							University of Benin Teaching Hospital	2016										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			Nigeria: Benin City	Homo sapiens	unknown			Sample name	Staphylococcus aureus strain NGA66a				wound	2022-03-31T01:03:39.587	unknown	Pathogen.cl		University of Calgary	Pathogen.cl.1.0		2020-09-23T18:38:40.050						live	2020-09-23T18:38:40.050	NGA66a		2020-04-14T16:13:18.143				Complete Genome			ASM1469683v2		GCA_014696835.2			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-04-07	Illumina Miseq; Oxford Nanopore MinION	current	University of Calgary			haploid	1	2801855		920450	33.0	79.0x	1	1		1	1	2801855	1	2801855	2801855	98.37	51.47319	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_014696835.1													NGA66a	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_014696835.1	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	species_match	category_na	OK	na	99.09	GCA_006094915.1	94.13	type	Staphylococcus aureus	94.78	Staphylococcus aureus	Staphylococcus aureus									82		2647	61	2790	Best-placed reference protein set; GeneMarkS-2+	GCF_014696835.1-RS_2024_05_15	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-15			6.7		PATRIC v. 3.6.12 (Bandage v. 0.8.1; minimap2 v. 2.17-r974-dirty; pilon v. 1.23; QUAST v. 5.0.2; racon v. 1.4.13; samtools v. 1.3; unicycler v. 0.4.8)			PRJNA625317	PRJNA625317			Staphylococcus aureus strain:NGA66a Genome sequencing	SAMN14598174		lat_lon	unknown							University of Benin Teaching Hospital	2016										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			Nigeria: Benin City	Homo sapiens	unknown		SRA		SRS12441460				wound	2022-03-31T01:03:39.587	unknown	Pathogen.cl		University of Calgary	Pathogen.cl.1.0		2020-09-23T18:38:40.050						live	2020-09-23T18:38:40.050	NGA66a		2020-04-14T16:13:18.143				Complete Genome			ASM1469683v2		GCA_014696835.2			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-04-07	Illumina Miseq; Oxford Nanopore MinION	current	University of Calgary			haploid	1	2801855		920450	33.0	79.0x	1	1		1	1	2801855	1	2801855	2801855	98.37	51.47319	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_014696835.1													NGA66a	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		strain	NAS_AN_260		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing			Sample name	NAS_AN_260				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		strain	NAS_AN_260		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing		SRA		SRS7106630				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		collected_by	UCF		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing			Sample name	NAS_AN_260				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		collected_by	UCF		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing		SRA		SRS7106630				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		collection_date	missing		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing			Sample name	NAS_AN_260				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		collection_date	missing		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing		SRA		SRS7106630				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		geo_loc_name	missing		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing			Sample name	NAS_AN_260				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		geo_loc_name	missing		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing		SRA		SRS7106630				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		host	Homo sapiens		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing			Sample name	NAS_AN_260				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
GCF_022405145.1	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	species_match	category_na	OK	na	99.0	GCA_001027105.1	91.46	type	Staphylococcus aureus	95.62	Staphylococcus aureus	Staphylococcus aureus									82		2770	69	2921	Best-placed reference protein set; GeneMarkS-2+	GCF_022405145.1-RS_2024_05_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-05-13			6.7		Uniclycler v. 0.4.8			PRJNA626345	PRJNA626345			Staphylococcus aureus among Native Americans in the southwest US	SAMN15567955		host	Homo sapiens		PRJNA626345					UCF	missing										Staphylococcus aureus		1280	Pathogen: clinical or host-associated sample from Staphylococcus aureus			missing	Homo sapiens	missing		SRA		SRS7106630				missing	2021-08-01T00:50:44.893	missing	Pathogen.cl		University of central Florida	Pathogen.cl.1.0		2021-08-01T00:50:44.893						live	2021-08-01T00:50:44.893	NAS_AN_260		2020-07-17T10:55:05.083				Complete Genome			ASM2240514v1		GCA_022405145.1			NCBI Prokaryotic Genome Annotation Pipeline (PGAP)			current		2022-02-28	Illumina MiSeq; Oxford Nanopore	current	University of central Florida			haploid	1	2888373		956768	33.0	50.0x	2	2		2	1	2888373	2	2909026	2909026	98.87	98.706764	0.39	Staphylococcus aureus	species	1280	v1.2.2	GCF_022405145.1													NAS_AN_260	Staphylococcus aureus		1280	SOURCE_DATABASE_REFSEQ					
